Date,Hours,Price (EUR/MWh),Traded volumes (MWh)
2012.04.17.,H20,"150,00","601,90"
2012.04.17.,H21,"160,00","531,70"
2012.04.17.,H22,"120,01","462,00"
2012.04.17.,H23,"95,00","503,60"
2012.04.17.,H24,"70,00","673,40"
2012.04.18.,H1,"40,90","611,60"
2012.04.18.,H2,"34,41","639,40"
2012.04.18.,H3,"33,25","771,60"
2012.04.18.,H4,"32,15","854,40"
2012.04.18.,H5,"32,23","774,60"
2012.04.18.,H6,"37,10","639,50"
2012.04.18.,H7,"51,59","647,90"
2012.04.18.,H8,"67,72","653,40"
2012.04.18.,H9,"71,26","506,60"
2012.04.18.,H10,"64,85","516,20"
2012.04.18.,H11,"62,01","477,60"
2012.04.18.,H12,"59,07","543,60"
2012.04.18.,H13,"57,50","586,90"
2012.04.18.,H14,"50,62","540,00"
2012.04.18.,H15,"49,17","515,60"
2012.04.18.,H16,"55,58","561,40"
2012.04.18.,H17,"54,97","563,40"
2012.04.18.,H18,"50,01","555,60"
2012.04.18.,H19,"59,08","532,10"
2012.04.18.,H20,"63,71","568,90"
2012.04.18.,H21,"69,00","634,40"
2012.04.18.,H22,"59,52","462,10"
2012.04.18.,H23,"52,51","548,60"
2012.04.18.,H24,"43,57","638,40"
2012.04.19.,H1,"38,02","462,10"
2012.04.19.,H2,"35,67","449,50"
2012.04.19.,H3,"33,05","563,50"
2012.04.19.,H4,"32,30","649,70"
2012.04.19.,H5,"33,16","588,30"
2012.04.19.,H6,"37,28","425,70"
2012.04.19.,H7,"47,51","532,50"
2012.04.19.,H8,"63,80","535,50"
2012.04.19.,H9,"69,54","439,70"
2012.04.19.,H10,"63,73","389,20"
2012.04.19.,H11,"60,95","435,00"
2012.04.19.,H12,"56,66","447,50"
2012.04.19.,H13,"57,50","484,70"
2012.04.19.,H14,"55,00","457,40"
2012.04.19.,H15,"54,91","466,00"
2012.04.19.,H16,"52,69","557,40"
2012.04.19.,H17,"50,01","567,40"
2012.04.19.,H18,"54,90","580,20"
2012.04.19.,H19,"61,43","569,60"
2012.04.19.,H20,"66,19","500,40"
2012.04.19.,H21,"68,44","535,40"
2012.04.19.,H22,"60,25","380,60"
2012.04.19.,H23,"54,91","456,60"
2012.04.19.,H24,"44,90","658,10"
2012.04.20.,H1,"43,39","703,30"
2012.04.20.,H2,"40,05","638,00"
2012.04.20.,H3,"38,66","737,20"
2012.04.20.,H4,"37,50","925,80"
2012.04.20.,H5,"37,62","856,10"
2012.04.20.,H6,"42,37","685,70"
2012.04.20.,H7,"57,00","623,50"
2012.04.20.,H8,"68,32","503,80"
2012.04.20.,H9,"80,00","502,80"
2012.04.20.,H10,"72,09","483,60"
2012.04.20.,H11,"69,01","444,40"
2012.04.20.,H12,"64,45","485,90"
2012.04.20.,H13,"64,97","464,90"
2012.04.20.,H14,"60,01","456,70"
2012.04.20.,H15,"57,51","471,50"
2012.04.20.,H16,"59,68","533,10"
2012.04.20.,H17,"57,50","532,20"
2012.04.20.,H18,"56,89","508,30"
2012.04.20.,H19,"62,06","486,80"
2012.04.20.,H20,"64,97","469,80"
2012.04.20.,H21,"67,01","506,30"
2012.04.20.,H22,"57,51","515,90"
2012.04.20.,H23,"54,39","610,30"
2012.04.20.,H24,"44,47","802,80"
2012.04.21.,H1,"44,79","882,60"
2012.04.21.,H2,"40,01","664,50"
2012.04.21.,H3,"37,67","550,90"
2012.04.21.,H4,"35,19","665,60"
2012.04.21.,H5,"34,91","643,50"
2012.04.21.,H6,"35,86","555,10"
2012.04.21.,H7,"40,00","608,50"
2012.04.21.,H8,"50,47","540,20"
2012.04.21.,H9,"51,93","574,90"
2012.04.21.,H10,"51,13","547,40"
2012.04.21.,H11,"50,00","495,30"
2012.04.21.,H12,"49,06","562,90"
2012.04.21.,H13,"47,50","578,80"
2012.04.21.,H14,"41,04","630,30"
2012.04.21.,H15,"38,01","615,70"
2012.04.21.,H16,"36,14","650,70"
2012.04.21.,H17,"36,00","635,90"
2012.04.21.,H18,"40,04","592,00"
2012.04.21.,H19,"48,65","613,10"
2012.04.21.,H20,"53,82","599,80"
2012.04.21.,H21,"75,00","528,60"
2012.04.21.,H22,"55,00","493,30"
2012.04.21.,H23,"50,58","605,00"
2012.04.21.,H24,"43,97","623,20"
2012.04.22.,H1,"41,92","597,20"
2012.04.22.,H2,"34,21","565,50"
2012.04.22.,H3,"32,43","628,60"
2012.04.22.,H4,"30,00","634,30"
2012.04.22.,H5,"29,95","634,30"
2012.04.22.,H6,"29,55","631,00"
2012.04.22.,H7,"28,54","574,40"
2012.04.22.,H8,"29,37","558,20"
2012.04.22.,H9,"33,66","627,20"
2012.04.22.,H10,"36,70","517,70"
2012.04.22.,H11,"39,06","516,20"
2012.04.22.,H12,"43,75","531,20"
2012.04.22.,H13,"41,97","495,90"
2012.04.22.,H14,"32,97","531,20"
2012.04.22.,H15,"30,01","545,10"
2012.04.22.,H16,"27,23","546,60"
2012.04.22.,H17,"28,00","468,80"
2012.04.22.,H18,"34,62","521,10"
2012.04.22.,H19,"39,55","484,90"
2012.04.22.,H20,"50,00","602,40"
2012.04.22.,H21,"64,97","578,30"
2012.04.22.,H22,"52,50","492,90"
2012.04.22.,H23,"47,53","569,20"
2012.04.22.,H24,"40,75","642,00"
2012.04.23.,H1,"34,08","713,80"
2012.04.23.,H2,"31,01","704,60"
2012.04.23.,H3,"28,54","854,40"
2012.04.23.,H4,"26,31","896,60"
2012.04.23.,H5,"28,22","780,30"
2012.04.23.,H6,"35,01","622,30"
2012.04.23.,H7,"49,37","642,70"
2012.04.23.,H8,"67,43","559,80"
2012.04.23.,H9,"70,01","529,00"
2012.04.23.,H10,"66,39","500,20"
2012.04.23.,H11,"65,01","511,50"
2012.04.23.,H12,"62,75","485,40"
2012.04.23.,H13,"65,01","510,90"
2012.04.23.,H14,"64,98","497,80"
2012.04.23.,H15,"64,98","482,10"
2012.04.23.,H16,"65,01","520,20"
2012.04.23.,H17,"54,51","485,00"
2012.04.23.,H18,"55,34","524,90"
2012.04.23.,H19,"59,34","462,90"
2012.04.23.,H20,"63,53","450,40"
2012.04.23.,H21,"101,05","607,50"
2012.04.23.,H22,"61,99","482,10"
2012.04.23.,H23,"54,51","462,60"
2012.04.23.,H24,"48,70","723,70"
2012.04.24.,H1,"43,91","732,70"
2012.04.24.,H2,"38,69","686,70"
2012.04.24.,H3,"34,01","831,90"
2012.04.24.,H4,"31,39","966,80"
2012.04.24.,H5,"32,59","915,90"
2012.04.24.,H6,"36,95","792,80"
2012.04.24.,H7,"54,50","647,20"
2012.04.24.,H8,"65,32","588,50"
2012.04.24.,H9,"71,01","636,90"
2012.04.24.,H10,"70,51","654,20"
2012.04.24.,H11,"67,05","575,90"
2012.04.24.,H12,"68,61","660,20"
2012.04.24.,H13,"62,50","542,90"
2012.04.24.,H14,"60,01","685,10"
2012.04.24.,H15,"54,50","591,90"
2012.04.24.,H16,"53,26","743,00"
2012.04.24.,H17,"52,50","750,20"
2012.04.24.,H18,"54,00","658,90"
2012.04.24.,H19,"58,01","424,70"
2012.04.24.,H20,"60,01","460,50"
2012.04.24.,H21,"62,70","648,40"
2012.04.24.,H22,"55,00","391,50"
2012.04.24.,H23,"49,65","504,60"
2012.04.24.,H24,"42,60","603,60"
2012.04.25.,H1,"37,53","494,70"
2012.04.25.,H2,"33,59","487,10"
2012.04.25.,H3,"31,81","678,40"
2012.04.25.,H4,"31,04","755,60"
2012.04.25.,H5,"31,19","696,70"
2012.04.25.,H6,"34,82","589,90"
2012.04.25.,H7,"42,10","458,90"
2012.04.25.,H8,"55,00","513,00"
2012.04.25.,H9,"56,58","428,10"
2012.04.25.,H10,"54,33","464,30"
2012.04.25.,H11,"50,70","526,80"
2012.04.25.,H12,"48,45","644,00"
2012.04.25.,H13,"46,06","646,10"
2012.04.25.,H14,"44,20","604,00"
2012.04.25.,H15,"42,41","477,60"
2012.04.25.,H16,"42,51","521,40"
2012.04.25.,H17,"42,01","473,90"
2012.04.25.,H18,"44,01","457,80"
2012.04.25.,H19,"50,07","564,70"
2012.04.25.,H20,"54,00","693,80"
2012.04.25.,H21,"55,33","671,30"
2012.04.25.,H22,"50,05","453,70"
2012.04.25.,H23,"46,78","621,20"
2012.04.25.,H24,"39,48","562,70"
2012.04.26.,H1,"33,09","744,90"
2012.04.26.,H2,"30,11","698,70"
2012.04.26.,H3,"27,66","744,70"
2012.04.26.,H4,"25,81","754,80"
2012.04.26.,H5,"27,12","757,30"
2012.04.26.,H6,"31,15","701,50"
2012.04.26.,H7,"42,00","516,70"
2012.04.26.,H8,"52,03","637,10"
2012.04.26.,H9,"56,22","609,60"
2012.04.26.,H10,"52,87","662,70"
2012.04.26.,H11,"51,60","682,20"
2012.04.26.,H12,"48,36","663,10"
2012.04.26.,H13,"49,98","698,80"
2012.04.26.,H14,"45,11","696,60"
2012.04.26.,H15,"45,10","698,70"
2012.04.26.,H16,"42,01","765,90"
2012.04.26.,H17,"43,49","714,30"
2012.04.26.,H18,"45,69","745,70"
2012.04.26.,H19,"50,75","617,90"
2012.04.26.,H20,"54,38","612,10"
2012.04.26.,H21,"65,05","644,70"
2012.04.26.,H22,"54,01","468,20"
2012.04.26.,H23,"47,05","575,50"
2012.04.26.,H24,"40,36","737,50"
2012.04.27.,H1,"37,03","542,50"
2012.04.27.,H2,"33,60","579,20"
2012.04.27.,H3,"31,79","614,40"
2012.04.27.,H4,"30,55","644,50"
2012.04.27.,H5,"30,45","684,80"
2012.04.27.,H6,"35,00","570,00"
2012.04.27.,H7,"42,00","533,00"
2012.04.27.,H8,"52,31","612,30"
2012.04.27.,H9,"56,49","562,20"
2012.04.27.,H10,"51,42","566,90"
2012.04.27.,H11,"46,54","535,50"
2012.04.27.,H12,"42,22","543,80"
2012.04.27.,H13,"40,70","625,10"
2012.04.27.,H14,"40,70","554,60"
2012.04.27.,H15,"38,85","568,70"
2012.04.27.,H16,"38,42","579,00"
2012.04.27.,H17,"39,72","593,50"
2012.04.27.,H18,"42,74","575,50"
2012.04.27.,H19,"49,67","572,20"
2012.04.27.,H20,"54,63","606,00"
2012.04.27.,H21,"56,65","593,60"
2012.04.27.,H22,"55,86","563,50"
2012.04.27.,H23,"48,15","590,50"
2012.04.27.,H24,"42,05","772,60"
2012.04.28.,H1,"43,06","584,80"
2012.04.28.,H2,"38,01","639,90"
2012.04.28.,H3,"34,99","696,20"
2012.04.28.,H4,"32,42","715,60"
2012.04.28.,H5,"31,70","731,00"
2012.04.28.,H6,"32,38","713,60"
2012.04.28.,H7,"32,23","570,00"
2012.04.28.,H8,"38,29","631,00"
2012.04.28.,H9,"42,24","606,20"
2012.04.28.,H10,"44,71","601,60"
2012.04.28.,H11,"43,43","589,00"
2012.04.28.,H12,"42,70","575,10"
2012.04.28.,H13,"40,01","642,20"
2012.04.28.,H14,"35,47","609,20"
2012.04.28.,H15,"33,51","551,00"
2012.04.28.,H16,"34,02","580,30"
2012.04.28.,H17,"33,24","618,00"
2012.04.28.,H18,"35,13","621,20"
2012.04.28.,H19,"38,22","536,90"
2012.04.28.,H20,"43,76","625,40"
2012.04.28.,H21,"50,01","633,40"
2012.04.28.,H22,"46,01","556,10"
2012.04.28.,H23,"45,00","626,60"
2012.04.28.,H24,"37,00","664,70"
2012.04.29.,H1,"24,86","694,60"
2012.04.29.,H2,"20,01","634,10"
2012.04.29.,H3,"15,77","649,80"
2012.04.29.,H4,"14,81","571,60"
2012.04.29.,H5,"14,25","550,70"
2012.04.29.,H6,"14,21","498,50"
2012.04.29.,H7,"10,01","662,50"
2012.04.29.,H8,"15,90","586,40"
2012.04.29.,H9,"20,00","616,10"
2012.04.29.,H10,"25,26","593,20"
2012.04.29.,H11,"29,93","617,70"
2012.04.29.,H12,"30,54","555,50"
2012.04.29.,H13,"30,00","546,30"
2012.04.29.,H14,"22,82","519,50"
2012.04.29.,H15,"19,01","509,40"
2012.04.29.,H16,"18,26","504,70"
2012.04.29.,H17,"20,01","561,40"
2012.04.29.,H18,"25,00","523,60"
2012.04.29.,H19,"32,01","664,40"
2012.04.29.,H20,"40,01","586,80"
2012.04.29.,H21,"51,28","584,40"
2012.04.29.,H22,"45,01","541,60"
2012.04.29.,H23,"43,24","553,70"
2012.04.29.,H24,"32,56","623,50"
2012.04.30.,H1,"28,72","641,20"
2012.04.30.,H2,"23,19","686,00"
2012.04.30.,H3,"21,00","781,20"
2012.04.30.,H4,"19,56","711,30"
2012.04.30.,H5,"20,10","789,40"
2012.04.30.,H6,"25,04","742,10"
2012.04.30.,H7,"35,99","705,00"
2012.04.30.,H8,"45,38","642,80"
2012.04.30.,H9,"50,69","631,10"
2012.04.30.,H10,"46,73","468,70"
2012.04.30.,H11,"41,86","470,20"
2012.04.30.,H12,"40,00","466,70"
2012.04.30.,H13,"36,54","465,60"
2012.04.30.,H14,"33,50","461,60"
2012.04.30.,H15,"34,27","546,40"
2012.04.30.,H16,"33,53","474,20"
2012.04.30.,H17,"35,44","440,70"
2012.04.30.,H18,"38,49","432,40"
2012.04.30.,H19,"43,02","379,30"
2012.04.30.,H20,"44,77","484,40"
2012.04.30.,H21,"54,61","582,20"
2012.04.30.,H22,"48,39","608,30"
2012.04.30.,H23,"43,48","667,80"
2012.04.30.,H24,"35,61","748,60"
2012.05.01.,H1,"25,64","574,80"
2012.05.01.,H2,"21,13","595,50"
2012.05.01.,H3,"17,47","680,40"
2012.05.01.,H4,"13,98","633,40"
2012.05.01.,H5,"13,44","615,20"
2012.05.01.,H6,"15,05","616,60"
2012.05.01.,H7,"12,01","737,30"
2012.05.01.,H8,"19,01","569,60"
2012.05.01.,H9,"21,05","522,50"
2012.05.01.,H10,"25,35","485,80"
2012.05.01.,H11,"25,81","476,60"
2012.05.01.,H12,"29,16","484,20"
2012.05.01.,H13,"25,41","468,60"
2012.05.01.,H14,"20,79","568,00"
2012.05.01.,H15,"17,47","582,60"
2012.05.01.,H16,"18,84","555,80"
2012.05.01.,H17,"18,16","531,60"
2012.05.01.,H18,"20,73","480,10"
2012.05.01.,H19,"28,68","527,00"
2012.05.01.,H20,"38,05","436,40"
2012.05.01.,H21,"76,01","513,40"
2012.05.01.,H22,"55,00","454,30"
2012.05.01.,H23,"44,07","554,10"
2012.05.01.,H24,"38,23","597,70"
2012.05.02.,H1,"30,76","852,90"
2012.05.02.,H2,"24,84","1 003,30"
2012.05.02.,H3,"22,73","1 033,00"
2012.05.02.,H4,"21,72","978,90"
2012.05.02.,H5,"22,99","925,10"
2012.05.02.,H6,"31,05","907,70"
2012.05.02.,H7,"46,60","702,10"
2012.05.02.,H8,"58,29","661,80"
2012.05.02.,H9,"63,38","519,00"
2012.05.02.,H10,"61,45","519,40"
2012.05.02.,H11,"57,85","429,30"
2012.05.02.,H12,"55,01","516,70"
2012.05.02.,H13,"55,01","467,30"
2012.05.02.,H14,"53,72","458,60"
2012.05.02.,H15,"51,82","476,60"
2012.05.02.,H16,"46,81","454,90"
2012.05.02.,H17,"46,55","505,50"
2012.05.02.,H18,"50,76","496,40"
2012.05.02.,H19,"54,55","506,90"
2012.05.02.,H20,"57,50","554,80"
2012.05.02.,H21,"62,78","555,90"
2012.05.02.,H22,"57,15","577,70"
2012.05.02.,H23,"55,04","544,40"
2012.05.02.,H24,"48,42","461,20"
2012.05.03.,H1,"39,97","678,60"
2012.05.03.,H2,"33,52","662,90"
2012.05.03.,H3,"31,50","775,80"
2012.05.03.,H4,"29,13","749,90"
2012.05.03.,H5,"31,02","769,90"
2012.05.03.,H6,"34,00","701,70"
2012.05.03.,H7,"46,56","516,20"
2012.05.03.,H8,"59,05","501,30"
2012.05.03.,H9,"64,04","494,40"
2012.05.03.,H10,"65,48","474,00"
2012.05.03.,H11,"63,67","506,60"
2012.05.03.,H12,"63,65","517,40"
2012.05.03.,H13,"59,05","460,30"
2012.05.03.,H14,"55,43","468,10"
2012.05.03.,H15,"55,00","540,10"
2012.05.03.,H16,"53,36","502,80"
2012.05.03.,H17,"52,50","542,90"
2012.05.03.,H18,"51,04","512,30"
2012.05.03.,H19,"57,00","612,40"
2012.05.03.,H20,"60,00","486,70"
2012.05.03.,H21,"77,27","625,50"
2012.05.03.,H22,"60,00","482,00"
2012.05.03.,H23,"53,01","534,00"
2012.05.03.,H24,"48,01","528,20"
2012.05.04.,H1,"38,55","561,30"
2012.05.04.,H2,"35,29","684,30"
2012.05.04.,H3,"31,58","795,10"
2012.05.04.,H4,"30,01","784,10"
2012.05.04.,H5,"31,05","723,00"
2012.05.04.,H6,"34,06","626,20"
2012.05.04.,H7,"45,45","618,10"
2012.05.04.,H8,"57,79","486,00"
2012.05.04.,H9,"62,54","410,40"
2012.05.04.,H10,"60,00","371,90"
2012.05.04.,H11,"54,05","440,80"
2012.05.04.,H12,"52,51","403,20"
2012.05.04.,H13,"51,36","454,60"
2012.05.04.,H14,"54,85","436,40"
2012.05.04.,H15,"45,65","427,20"
2012.05.04.,H16,"41,96","373,20"
2012.05.04.,H17,"42,51","491,70"
2012.05.04.,H18,"45,00","442,50"
2012.05.04.,H19,"48,69","438,70"
2012.05.04.,H20,"50,75","572,20"
2012.05.04.,H21,"52,31","400,90"
2012.05.04.,H22,"48,06","373,30"
2012.05.04.,H23,"45,66","488,40"
2012.05.04.,H24,"38,53","588,80"
2012.05.05.,H1,"36,20","656,10"
2012.05.05.,H2,"35,00","534,80"
2012.05.05.,H3,"31,00","479,40"
2012.05.05.,H4,"27,00","488,90"
2012.05.05.,H5,"26,54","478,10"
2012.05.05.,H6,"27,23","451,20"
2012.05.05.,H7,"30,00","379,90"
2012.05.05.,H8,"35,01","449,80"
2012.05.05.,H9,"44,97","568,00"
2012.05.05.,H10,"48,18","508,20"
2012.05.05.,H11,"48,67","540,30"
2012.05.05.,H12,"45,10","488,40"
2012.05.05.,H13,"43,12","485,80"
2012.05.05.,H14,"36,77","411,30"
2012.05.05.,H15,"34,32","396,70"
2012.05.05.,H16,"32,97","483,10"
2012.05.05.,H17,"34,46","647,30"
2012.05.05.,H18,"36,00","652,20"
2012.05.05.,H19,"41,76","514,90"
2012.05.05.,H20,"46,35","573,40"
2012.05.05.,H21,"51,00","625,70"
2012.05.05.,H22,"45,00","627,20"
2012.05.05.,H23,"42,27","614,60"
2012.05.05.,H24,"33,41","586,80"
2012.05.06.,H1,"30,12","504,20"
2012.05.06.,H2,"25,11","543,00"
2012.05.06.,H3,"23,05","584,40"
2012.05.06.,H4,"19,14","617,40"
2012.05.06.,H5,"18,14","660,10"
2012.05.06.,H6,"18,14","608,00"
2012.05.06.,H7,"20,59","465,40"
2012.05.06.,H8,"23,98","305,40"
2012.05.06.,H9,"30,14","431,00"
2012.05.06.,H10,"35,45","464,60"
2012.05.06.,H11,"37,00","414,30"
2012.05.06.,H12,"40,00","483,90"
2012.05.06.,H13,"36,94","432,60"
2012.05.06.,H14,"32,05","417,80"
2012.05.06.,H15,"27,13","466,00"
2012.05.06.,H16,"25,00","475,80"
2012.05.06.,H17,"25,01","456,10"
2012.05.06.,H18,"29,00","480,00"
2012.05.06.,H19,"36,56","484,00"
2012.05.06.,H20,"39,57","496,30"
2012.05.06.,H21,"47,50","537,00"
2012.05.06.,H22,"46,96","560,90"
2012.05.06.,H23,"47,22","583,70"
2012.05.06.,H24,"37,00","600,60"
2012.05.07.,H1,"30,21","805,70"
2012.05.07.,H2,"23,28","919,70"
2012.05.07.,H3,"18,89","1 002,10"
2012.05.07.,H4,"18,00","1 021,50"
2012.05.07.,H5,"18,57","961,10"
2012.05.07.,H6,"25,71","842,10"
2012.05.07.,H7,"43,51","538,70"
2012.05.07.,H8,"57,50","536,40"
2012.05.07.,H9,"66,13","473,60"
2012.05.07.,H10,"63,80","473,40"
2012.05.07.,H11,"62,63","523,30"
2012.05.07.,H12,"60,62","572,80"
2012.05.07.,H13,"57,45","597,00"
2012.05.07.,H14,"55,15","522,30"
2012.05.07.,H15,"50,99","505,00"
2012.05.07.,H16,"50,00","565,80"
2012.05.07.,H17,"48,01","527,20"
2012.05.07.,H18,"49,50","539,80"
2012.05.07.,H19,"54,51","495,50"
2012.05.07.,H20,"58,01","605,00"
2012.05.07.,H21,"60,01","493,90"
2012.05.07.,H22,"53,04","479,00"
2012.05.07.,H23,"51,99","710,10"
2012.05.07.,H24,"40,01","563,60"
2012.05.08.,H1,"36,25","709,80"
2012.05.08.,H2,"32,78","898,30"
2012.05.08.,H3,"30,04","947,70"
2012.05.08.,H4,"28,28","941,90"
2012.05.08.,H5,"27,04","909,60"
2012.05.08.,H6,"32,17","799,50"
2012.05.08.,H7,"40,95","581,60"
2012.05.08.,H8,"50,09","745,00"
2012.05.08.,H9,"51,00","532,70"
2012.05.08.,H10,"48,45","518,00"
2012.05.08.,H11,"46,00","556,50"
2012.05.08.,H12,"45,07","569,20"
2012.05.08.,H13,"42,51","596,40"
2012.05.08.,H14,"42,01","638,70"
2012.05.08.,H15,"40,01","620,80"
2012.05.08.,H16,"40,01","620,40"
2012.05.08.,H17,"41,06","658,80"
2012.05.08.,H18,"43,00","682,10"
2012.05.08.,H19,"46,86","696,30"
2012.05.08.,H20,"50,13","692,20"
2012.05.08.,H21,"55,00","669,20"
2012.05.08.,H22,"50,22","557,70"
2012.05.08.,H23,"46,39","606,10"
2012.05.08.,H24,"37,63","559,10"
2012.05.09.,H1,"35,44","789,00"
2012.05.09.,H2,"32,15","796,50"
2012.05.09.,H3,"29,75","819,70"
2012.05.09.,H4,"27,80","816,40"
2012.05.09.,H5,"30,00","793,00"
2012.05.09.,H6,"33,07","723,40"
2012.05.09.,H7,"44,00","534,00"
2012.05.09.,H8,"57,00","623,40"
2012.05.09.,H9,"60,14","534,70"
2012.05.09.,H10,"60,66","578,00"
2012.05.09.,H11,"59,39","540,40"
2012.05.09.,H12,"58,71","568,40"
2012.05.09.,H13,"56,12","608,80"
2012.05.09.,H14,"54,41","710,20"
2012.05.09.,H15,"53,82","622,50"
2012.05.09.,H16,"50,99","693,40"
2012.05.09.,H17,"47,42","615,20"
2012.05.09.,H18,"48,71","605,80"
2012.05.09.,H19,"51,04","664,40"
2012.05.09.,H20,"53,00","667,10"
2012.05.09.,H21,"76,00","672,50"
2012.05.09.,H22,"53,49","639,60"
2012.05.09.,H23,"49,01","577,90"
2012.05.09.,H24,"40,63","605,00"
2012.05.10.,H1,"38,01","789,30"
2012.05.10.,H2,"34,74","875,10"
2012.05.10.,H3,"31,97","915,80"
2012.05.10.,H4,"30,29","911,40"
2012.05.10.,H5,"30,76","850,60"
2012.05.10.,H6,"34,11","846,30"
2012.05.10.,H7,"45,01","671,00"
2012.05.10.,H8,"53,93","553,30"
2012.05.10.,H9,"57,04","497,80"
2012.05.10.,H10,"55,45","432,50"
2012.05.10.,H11,"50,19","521,80"
2012.05.10.,H12,"49,01","552,40"
2012.05.10.,H13,"47,25","540,70"
2012.05.10.,H14,"44,24","534,50"
2012.05.10.,H15,"42,91","562,10"
2012.05.10.,H16,"41,41","537,20"
2012.05.10.,H17,"42,69","563,80"
2012.05.10.,H18,"45,25","502,20"
2012.05.10.,H19,"48,56","562,40"
2012.05.10.,H20,"49,79","558,00"
2012.05.10.,H21,"55,45","638,70"
2012.05.10.,H22,"50,01","473,90"
2012.05.10.,H23,"46,25","676,90"
2012.05.10.,H24,"38,82","698,60"
2012.05.11.,H1,"36,00","827,60"
2012.05.11.,H2,"29,56","837,70"
2012.05.11.,H3,"26,74","907,20"
2012.05.11.,H4,"24,36","820,70"
2012.05.11.,H5,"25,49","915,40"
2012.05.11.,H6,"30,09","816,90"
2012.05.11.,H7,"41,55","623,00"
2012.05.11.,H8,"50,05","607,10"
2012.05.11.,H9,"57,01","571,10"
2012.05.11.,H10,"57,00","608,80"
2012.05.11.,H11,"57,00","612,50"
2012.05.11.,H12,"58,05","544,10"
2012.05.11.,H13,"69,01","564,20"
2012.05.11.,H14,"58,05","600,00"
2012.05.11.,H15,"57,01","600,30"
2012.05.11.,H16,"56,96","643,60"
2012.05.11.,H17,"41,01","629,90"
2012.05.11.,H18,"41,00","586,20"
2012.05.11.,H19,"43,25","636,00"
2012.05.11.,H20,"44,97","639,90"
2012.05.11.,H21,"55,01","855,00"
2012.05.11.,H22,"61,11","652,00"
2012.05.11.,H23,"43,84","656,70"
2012.05.11.,H24,"33,82","635,20"
2012.05.12.,H1,"34,22","833,50"
2012.05.12.,H2,"29,05","712,50"
2012.05.12.,H3,"25,96","808,80"
2012.05.12.,H4,"21,66","845,30"
2012.05.12.,H5,"21,01","879,80"
2012.05.12.,H6,"22,00","943,20"
2012.05.12.,H7,"26,37","888,30"
2012.05.12.,H8,"29,49","757,80"
2012.05.12.,H9,"54,00","696,50"
2012.05.12.,H10,"55,01","629,00"
2012.05.12.,H11,"54,01","562,40"
2012.05.12.,H12,"67,30","591,20"
2012.05.12.,H13,"50,89","581,50"
2012.05.12.,H14,"50,64","603,70"
2012.05.12.,H15,"40,50","581,70"
2012.05.12.,H16,"36,01","580,40"
2012.05.12.,H17,"35,51","643,70"
2012.05.12.,H18,"30,38","608,60"
2012.05.12.,H19,"33,47","541,70"
2012.05.12.,H20,"40,51","591,10"
2012.05.12.,H21,"111,04","646,30"
2012.05.12.,H22,"95,01","634,00"
2012.05.12.,H23,"53,84","512,30"
2012.05.12.,H24,"35,50","713,10"
2012.05.13.,H1,"30,08","529,50"
2012.05.13.,H2,"24,18","568,90"
2012.05.13.,H3,"20,04","722,70"
2012.05.13.,H4,"16,47","843,50"
2012.05.13.,H5,"15,05","849,70"
2012.05.13.,H6,"16,97","830,60"
2012.05.13.,H7,"16,00","666,60"
2012.05.13.,H8,"21,01","555,10"
2012.05.13.,H9,"26,00","701,00"
2012.05.13.,H10,"28,06","603,70"
2012.05.13.,H11,"30,01","497,30"
2012.05.13.,H12,"37,50","563,60"
2012.05.13.,H13,"32,01","499,60"
2012.05.13.,H14,"27,19","570,80"
2012.05.13.,H15,"25,05","563,70"
2012.05.13.,H16,"23,05","556,70"
2012.05.13.,H17,"25,01","623,30"
2012.05.13.,H18,"29,00","546,00"
2012.05.13.,H19,"34,33","488,90"
2012.05.13.,H20,"40,68","528,00"
2012.05.13.,H21,"55,01","631,60"
2012.05.13.,H22,"50,16","501,30"
2012.05.13.,H23,"47,01","561,00"
2012.05.13.,H24,"38,06","647,60"
2012.05.14.,H1,"32,00","794,60"
2012.05.14.,H2,"27,19","922,40"
2012.05.14.,H3,"23,80","961,90"
2012.05.14.,H4,"20,00","903,80"
2012.05.14.,H5,"20,75","936,60"
2012.05.14.,H6,"27,26","792,30"
2012.05.14.,H7,"40,76","777,80"
2012.05.14.,H8,"51,28","767,40"
2012.05.14.,H9,"53,03","662,40"
2012.05.14.,H10,"52,40","656,40"
2012.05.14.,H11,"50,14","650,50"
2012.05.14.,H12,"49,40","731,70"
2012.05.14.,H13,"47,10","735,00"
2012.05.14.,H14,"43,10","697,20"
2012.05.14.,H15,"42,24","707,60"
2012.05.14.,H16,"40,11","710,20"
2012.05.14.,H17,"42,46","727,80"
2012.05.14.,H18,"45,00","724,00"
2012.05.14.,H19,"48,24","757,40"
2012.05.14.,H20,"50,00","814,60"
2012.05.14.,H21,"53,37","764,50"
2012.05.14.,H22,"50,90","664,80"
2012.05.14.,H23,"47,50","743,50"
2012.05.14.,H24,"39,61","660,70"
2012.05.15.,H1,"37,04","673,30"
2012.05.15.,H2,"33,45","764,50"
2012.05.15.,H3,"31,75","848,40"
2012.05.15.,H4,"29,77","817,90"
2012.05.15.,H5,"30,68","825,50"
2012.05.15.,H6,"34,32","821,20"
2012.05.15.,H7,"45,67","788,30"
2012.05.15.,H8,"56,98","821,50"
2012.05.15.,H9,"61,40","721,20"
2012.05.15.,H10,"56,99","665,00"
2012.05.15.,H11,"56,17","732,50"
