Date,Hours,Prices (EUR/MWh)
02.04.2015,H6,25.60
02.04.2015,H7,36.00
02.04.2015,H8,47.86
02.04.2015,H9,51.10
02.04.2015,H10,51.92
02.04.2015,H11,51.08
02.04.2015,H12,49.08
02.04.2015,H13,45.07
02.04.2015,H14,47.03
02.04.2015,H15,45.93
02.04.2015,H16,40.62
02.04.2015,H17,29.45
02.04.2015,H18,27.60
02.04.2015,H19,34.00
02.04.2015,H20,51.07
02.04.2015,H21,51.98
02.04.2015,H22,38.70
02.04.2015,H23,45.06
02.04.2015,H24,29.66
03.04.2015,H1,25.71
03.04.2015,H2,22.95
03.04.2015,H3,22.59
03.04.2015,H4,24.41
03.04.2015,H5,23.84
03.04.2015,H6,25.50
03.04.2015,H7,24.00
03.04.2015,H8,41.02
03.04.2015,H9,38.06
03.04.2015,H10,49.94
03.04.2015,H11,36.33
03.04.2015,H12,38.00
03.04.2015,H13,36.34
03.04.2015,H14,29.01
03.04.2015,H15,24.84
03.04.2015,H16,21.98
03.04.2015,H17,26.57
03.04.2015,H18,31.70
03.04.2015,H19,39.41
03.04.2015,H20,51.06
03.04.2015,H21,51.95
03.04.2015,H22,44.08
03.04.2015,H23,44.55
03.04.2015,H24,40.03
04.04.2015,H1,27.99
04.04.2015,H2,26.59
04.04.2015,H3,26.95
04.04.2015,H4,26.56
04.04.2015,H5,26.59
04.04.2015,H6,27.00
04.04.2015,H7,27.68
04.04.2015,H8,33.34
04.04.2015,H9,38.54
04.04.2015,H10,41.94
04.04.2015,H11,41.07
04.04.2015,H12,38.14
04.04.2015,H13,38.13
04.04.2015,H14,32.04
04.04.2015,H15,27.95
04.04.2015,H16,26.25
04.04.2015,H17,26.25
04.04.2015,H18,31.48
04.04.2015,H19,40.54
04.04.2015,H20,46.65
04.04.2015,H21,47.33
04.04.2015,H22,43.93
04.04.2015,H23,41.04
04.04.2015,H24,30.35
05.04.2015,H1,30.53
05.04.2015,H2,23.54
05.04.2015,H3,22.50
05.04.2015,H4,22.17
05.04.2015,H5,22.00
05.04.2015,H6,23.21
05.04.2015,H7,21.55
05.04.2015,H8,24.13
05.04.2015,H9,28.30
05.04.2015,H10,29.99
05.04.2015,H11,25.09
05.04.2015,H12,18.85
05.04.2015,H13,16.54
05.04.2015,H14,13.00
05.04.2015,H15,11.00
05.04.2015,H16,10.44
05.04.2015,H17,11.50
05.04.2015,H18,15.35
05.04.2015,H19,23.98
05.04.2015,H20,31.03
05.04.2015,H21,37.82
05.04.2015,H22,35.45
05.04.2015,H23,37.90
05.04.2015,H24,26.10
06.04.2015,H1,26.00
06.04.2015,H2,24.05
06.04.2015,H3,21.09
06.04.2015,H4,20.50
06.04.2015,H5,20.91
06.04.2015,H6,22.92
06.04.2015,H7,21.00
06.04.2015,H8,24.02
06.04.2015,H9,25.50
06.04.2015,H10,24.13
06.04.2015,H11,23.50
06.04.2015,H12,23.00
06.04.2015,H13,21.09
06.04.2015,H14,18.12
06.04.2015,H15,14.50
06.04.2015,H16,14.20
06.04.2015,H17,14.20
06.04.2015,H18,18.02
06.04.2015,H19,23.75
06.04.2015,H20,33.42
06.04.2015,H21,36.71
06.04.2015,H22,33.81
06.04.2015,H23,34.00
06.04.2015,H24,25.90
07.04.2015,H1,29.86
07.04.2015,H2,31.64
07.04.2015,H3,28.93
07.04.2015,H4,27.59
07.04.2015,H5,29.96
07.04.2015,H6,32.82
07.04.2015,H7,52.80
07.04.2015,H8,58.96
07.04.2015,H9,64.92
07.04.2015,H10,52.13
07.04.2015,H11,51.98
07.04.2015,H12,51.94
07.04.2015,H13,51.06
07.04.2015,H14,49.96
07.04.2015,H15,49.91
07.04.2015,H16,47.13
07.04.2015,H17,34.51
07.04.2015,H18,36.89
07.04.2015,H19,44.13
07.04.2015,H20,57.06
07.04.2015,H21,68.81
07.04.2015,H22,54.20
07.04.2015,H23,49.91
07.04.2015,H24,38.05
08.04.2015,H1,29.92
08.04.2015,H2,29.00
08.04.2015,H3,29.05
08.04.2015,H4,28.10
08.04.2015,H5,28.11
08.04.2015,H6,30.42
08.04.2015,H7,42.17
08.04.2015,H8,51.71
08.04.2015,H9,50.01
08.04.2015,H10,46.08
08.04.2015,H11,42.73
08.04.2015,H12,40.50
08.04.2015,H13,38.41
08.04.2015,H14,39.87
08.04.2015,H15,40.28
08.04.2015,H16,41.64
08.04.2015,H17,44.80
08.04.2015,H18,46.39
08.04.2015,H19,50.57
08.04.2015,H20,55.44
08.04.2015,H21,60.89
08.04.2015,H22,51.54
08.04.2015,H23,43.84
08.04.2015,H24,34.50
09.04.2015,H1,32.48
09.04.2015,H2,32.40
09.04.2015,H3,30.50
09.04.2015,H4,30.00
09.04.2015,H5,30.66
09.04.2015,H6,32.44
09.04.2015,H7,42.58
09.04.2015,H8,53.46
09.04.2015,H9,57.57
09.04.2015,H10,52.94
09.04.2015,H11,50.03
09.04.2015,H12,48.96
09.04.2015,H13,49.00
09.04.2015,H14,47.21
09.04.2015,H15,40.03
09.04.2015,H16,36.69
09.04.2015,H17,36.06
09.04.2015,H18,40.03
09.04.2015,H19,46.65
09.04.2015,H20,53.85
09.04.2015,H21,64.52
09.04.2015,H22,52.91
09.04.2015,H23,44.87
09.04.2015,H24,34.50
10.04.2015,H1,30.69
10.04.2015,H2,29.80
10.04.2015,H3,29.18
10.04.2015,H4,29.27
10.04.2015,H5,30.00
10.04.2015,H6,30.99
10.04.2015,H7,43.77
10.04.2015,H8,58.07
10.04.2015,H9,59.02
10.04.2015,H10,47.45
10.04.2015,H11,43.58
10.04.2015,H12,38.00
10.04.2015,H13,33.36
10.04.2015,H14,31.56
10.04.2015,H15,30.67
10.04.2015,H16,31.56
10.04.2015,H17,36.67
10.04.2015,H18,40.86
10.04.2015,H19,46.54
10.04.2015,H20,52.58
10.04.2015,H21,52.21
10.04.2015,H22,46.00
10.04.2015,H23,39.59
10.04.2015,H24,28.52
11.04.2015,H1,29.67
11.04.2015,H2,27.07
11.04.2015,H3,26.01
11.04.2015,H4,25.84
11.04.2015,H5,26.18
11.04.2015,H6,26.16
11.04.2015,H7,27.07
11.04.2015,H8,31.07
11.04.2015,H9,36.53
11.04.2015,H10,40.71
11.04.2015,H11,40.09
11.04.2015,H12,40.05
11.04.2015,H13,34.54
11.04.2015,H14,27.07
11.04.2015,H15,20.97
11.04.2015,H16,27.07
11.04.2015,H17,31.62
11.04.2015,H18,40.01
11.04.2015,H19,41.85
11.04.2015,H20,50.04
11.04.2015,H21,53.22
11.04.2015,H22,49.00
11.04.2015,H23,40.94
11.04.2015,H24,29.07
12.04.2015,H1,16.96
12.04.2015,H2,12.72
12.04.2015,H3,12.33
12.04.2015,H4,13.34
12.04.2015,H5,15.12
12.04.2015,H6,15.00
12.04.2015,H7,15.60
12.04.2015,H8,17.36
12.04.2015,H9,18.64
12.04.2015,H10,19.19
12.04.2015,H11,18.23
12.04.2015,H12,18.53
12.04.2015,H13,17.05
12.04.2015,H14,11.83
12.04.2015,H15,8.99
12.04.2015,H16,8.23
12.04.2015,H17,11.49
12.04.2015,H18,17.04
12.04.2015,H19,25.79
12.04.2015,H20,44.89
12.04.2015,H21,47.61
12.04.2015,H22,45.12
12.04.2015,H23,36.92
12.04.2015,H24,27.50
13.04.2015,H1,0.23
13.04.2015,H2,0.00
13.04.2015,H3,0.00
13.04.2015,H4,0.00
13.04.2015,H5,0.23
13.04.2015,H6,1.06
13.04.2015,H7,25.00
13.04.2015,H8,34.58
13.04.2015,H9,40.00
13.04.2015,H10,40.05
13.04.2015,H11,40.01
13.04.2015,H12,29.97
13.04.2015,H13,40.03
13.04.2015,H14,25.07
13.04.2015,H15,26.99
13.04.2015,H16,25.02
13.04.2015,H17,24.97
13.04.2015,H18,31.52
13.04.2015,H19,39.96
13.04.2015,H20,52.31
13.04.2015,H21,72.11
13.04.2015,H22,50.07
13.04.2015,H23,36.86
13.04.2015,H24,29.20
14.04.2015,H1,30.00
14.04.2015,H2,29.50
14.04.2015,H3,28.01
14.04.2015,H4,26.49
14.04.2015,H5,27.90
14.04.2015,H6,26.92
14.04.2015,H7,36.95
14.04.2015,H8,51.94
14.04.2015,H9,63.05
14.04.2015,H10,51.17
14.04.2015,H11,43.99
14.04.2015,H12,45.12
14.04.2015,H13,45.80
14.04.2015,H14,45.01
14.04.2015,H15,45.57
14.04.2015,H16,45.57
14.04.2015,H17,46.06
14.04.2015,H18,47.61
14.04.2015,H19,47.61
14.04.2015,H20,56.92
14.04.2015,H21,72.05
14.04.2015,H22,54.19
14.04.2015,H23,45.80
14.04.2015,H24,40.10
15.04.2015,H1,26.98
15.04.2015,H2,23.05
15.04.2015,H3,21.99
15.04.2015,H4,21.46
15.04.2015,H5,23.18
15.04.2015,H6,31.52
15.04.2015,H7,44.89
15.04.2015,H8,52.15
15.04.2015,H9,53.28
15.04.2015,H10,49.88
15.04.2015,H11,45.57
15.04.2015,H12,36.58
15.04.2015,H13,26.98
15.04.2015,H14,20.94
15.04.2015,H15,18.84
15.04.2015,H16,18.14
15.04.2015,H17,18.14
15.04.2015,H18,22.60
15.04.2015,H19,29.74
15.04.2015,H20,42.08
15.04.2015,H21,46.03
15.04.2015,H22,37.46
15.04.2015,H23,31.52
15.04.2015,H24,25.59
16.04.2015,H1,24.24
16.04.2015,H2,24.00
16.04.2015,H3,23.92
16.04.2015,H4,23.68
16.04.2015,H5,24.37
16.04.2015,H6,28.58
16.04.2015,H7,44.60
16.04.2015,H8,51.92
16.04.2015,H9,54.01
16.04.2015,H10,49.92
16.04.2015,H11,44.89
16.04.2015,H12,36.46
16.04.2015,H13,31.77
16.04.2015,H14,29.38
16.04.2015,H15,29.00
16.04.2015,H16,30.04
16.04.2015,H17,30.00
16.04.2015,H18,33.90
16.04.2015,H19,39.41
16.04.2015,H20,46.01
16.04.2015,H21,48.69
16.04.2015,H22,43.45
16.04.2015,H23,39.35
16.04.2015,H24,29.75
17.04.2015,H1,28.47
17.04.2015,H2,28.30
17.04.2015,H3,27.43
17.04.2015,H4,26.29
17.04.2015,H5,25.69
17.04.2015,H6,30.00
17.04.2015,H7,41.00
17.04.2015,H8,51.36
17.04.2015,H9,54.46
17.04.2015,H10,51.81
17.04.2015,H11,48.64
17.04.2015,H12,51.98
17.04.2015,H13,46.76
17.04.2015,H14,40.04
17.04.2015,H15,36.00
17.04.2015,H16,34.87
17.04.2015,H17,33.96
17.04.2015,H18,34.36
17.04.2015,H19,37.41
17.04.2015,H20,44.66
17.04.2015,H21,45.91
17.04.2015,H22,40.49
17.04.2015,H23,35.83
17.04.2015,H24,28.50
18.04.2015,H1,29.00
18.04.2015,H2,25.50
18.04.2015,H3,24.50
18.04.2015,H4,24.00
18.04.2015,H5,24.78
18.04.2015,H6,25.00
18.04.2015,H7,26.46
18.04.2015,H8,28.95
18.04.2015,H9,27.59
18.04.2015,H10,26.75
18.04.2015,H11,25.51
18.04.2015,H12,23.09
18.04.2015,H13,22.05
18.04.2015,H14,17.00
18.04.2015,H15,15.00
18.04.2015,H16,15.99
18.04.2015,H17,18.83
18.04.2015,H18,26.97
18.04.2015,H19,32.95
18.04.2015,H20,47.09
18.04.2015,H21,53.26
18.04.2015,H22,46.69
18.04.2015,H23,33.56
18.04.2015,H24,25.85
19.04.2015,H1,23.50
19.04.2015,H2,20.36
19.04.2015,H3,16.99
19.04.2015,H4,16.40
19.04.2015,H5,14.00
19.04.2015,H6,12.00
19.04.2015,H7,13.00
19.04.2015,H8,15.98
19.04.2015,H9,15.50
19.04.2015,H10,13.26
19.04.2015,H11,16.12
19.04.2015,H12,14.48
19.04.2015,H13,8.68
19.04.2015,H14,5.30
19.04.2015,H15,4.00
19.04.2015,H16,5.31
19.04.2015,H17,11.08
19.04.2015,H18,26.83
19.04.2015,H19,36.53
19.04.2015,H20,46.91
19.04.2015,H21,50.08
19.04.2015,H22,45.11
19.04.2015,H23,34.00
19.04.2015,H24,25.50
20.04.2015,H1,24.93
20.04.2015,H2,25.00
20.04.2015,H3,23.06
20.04.2015,H4,22.51
20.04.2015,H5,23.05
20.04.2015,H6,31.51
20.04.2015,H7,48.74
20.04.2015,H8,51.92
20.04.2015,H9,51.01
20.04.2015,H10,46.95
20.04.2015,H11,33.15
20.04.2015,H12,32.12
20.04.2015,H13,42.40
20.04.2015,H14,25.92
20.04.2015,H15,23.32
20.04.2015,H16,23.75
20.04.2015,H17,24.27
20.04.2015,H18,30.17
20.04.2015,H19,36.98
20.04.2015,H20,46.99
20.04.2015,H21,53.28
20.04.2015,H22,44.89
20.04.2015,H23,39.70
20.04.2015,H24,31.11
21.04.2015,H1,29.70
21.04.2015,H2,27.00
21.04.2015,H3,25.50
21.04.2015,H4,24.07
21.04.2015,H5,25.60
21.04.2015,H6,29.58
21.04.2015,H7,39.30
21.04.2015,H8,46.00
21.04.2015,H9,44.66
21.04.2015,H10,40.13
21.04.2015,H11,35.59
21.04.2015,H12,36.58
21.04.2015,H13,42.59
21.04.2015,H14,42.62
21.04.2015,H15,42.62
21.04.2015,H16,41.71
21.04.2015,H17,40.58
21.04.2015,H18,40.58
21.04.2015,H19,46.47
21.04.2015,H20,53.28
21.04.2015,H21,56.90
21.04.2015,H22,45.57
21.04.2015,H23,43.98
21.04.2015,H24,37.45
22.04.2015,H1,25.01
22.04.2015,H2,24.00
22.04.2015,H3,23.29
22.04.2015,H4,22.91
22.04.2015,H5,24.07
22.04.2015,H6,27.39
22.04.2015,H7,38.82
22.04.2015,H8,48.87
22.04.2015,H9,48.48
22.04.2015,H10,46.23
22.04.2015,H11,41.49
22.04.2015,H12,40.14
22.04.2015,H13,34.45
22.04.2015,H14,31.53
22.04.2015,H15,30.55
22.04.2015,H16,31.66
22.04.2015,H17,32.38
22.04.2015,H18,40.59
22.04.2015,H19,45.55
22.04.2015,H20,51.64
22.04.2015,H21,56.60
22.04.2015,H22,50.74
22.04.2015,H23,45.36
22.04.2015,H24,40.15
23.04.2015,H1,31.33
23.04.2015,H2,29.63
23.04.2015,H3,26.43
23.04.2015,H4,24.50
23.04.2015,H5,25.58
23.04.2015,H6,29.04
23.04.2015,H7,39.60
23.04.2015,H8,47.80
23.04.2015,H9,49.65
23.04.2015,H10,44.98
23.04.2015,H11,43.59
23.04.2015,H12,43.59
23.04.2015,H13,43.64
23.04.2015,H14,37.75
23.04.2015,H15,33.70
23.04.2015,H16,30.94
23.04.2015,H17,31.05
23.04.2015,H18,34.30
23.04.2015,H19,41.09
23.04.2015,H20,48.08
23.04.2015,H21,48.65
23.04.2015,H22,45.10
23.04.2015,H23,39.25
23.04.2015,H24,33.59
24.04.2015,H1,30.99
24.04.2015,H2,28.50
24.04.2015,H3,27.82
24.04.2015,H4,26.80
24.04.2015,H5,27.40
24.04.2015,H6,31.38
24.04.2015,H7,39.96
24.04.2015,H8,48.97
24.04.2015,H9,50.04
24.04.2015,H10,48.54
24.04.2015,H11,46.51
24.04.2015,H12,45.61
24.04.2015,H13,44.74
24.04.2015,H14,40.42
24.04.2015,H15,37.67
24.04.2015,H16,38.01
24.04.2015,H17,34.65
24.04.2015,H18,34.10
24.04.2015,H19,38.35
24.04.2015,H20,43.80
24.04.2015,H21,45.99
24.04.2015,H22,40.12
24.04.2015,H23,36.92
24.04.2015,H24,29.30
25.04.2015,H1,27.82
25.04.2015,H2,25.00
25.04.2015,H3,24.06
25.04.2015,H4,23.77
25.04.2015,H5,24.46
25.04.2015,H6,25.30
25.04.2015,H7,26.01
25.04.2015,H8,27.31
25.04.2015,H9,31.97
25.04.2015,H10,31.50
25.04.2015,H11,30.90
25.04.2015,H12,29.34
25.04.2015,H13,29.18
25.04.2015,H14,26.82
25.04.2015,H15,25.00
25.04.2015,H16,26.57
25.04.2015,H17,28.05
25.04.2015,H18,31.00
25.04.2015,H19,32.74
25.04.2015,H20,37.51
25.04.2015,H21,39.40
25.04.2015,H22,36.33
25.04.2015,H23,32.61
25.04.2015,H24,28.09
26.04.2015,H1,24.96
26.04.2015,H2,21.48
26.04.2015,H3,20.50
26.04.2015,H4,18.00
26.04.2015,H5,17.28
26.04.2015,H6,18.30
26.04.2015,H7,18.24
26.04.2015,H8,21.45
26.04.2015,H9,24.00
26.04.2015,H10,25.10
26.04.2015,H11,25.20
26.04.2015,H12,25.13
26.04.2015,H13,23.10
26.04.2015,H14,20.15
26.04.2015,H15,15.88
26.04.2015,H16,16.09
26.04.2015,H17,19.78
26.04.2015,H18,23.66
26.04.2015,H19,28.19
26.04.2015,H20,32.94
26.04.2015,H21,37.94
26.04.2015,H22,31.90
26.04.2015,H23,30.00
26.04.2015,H24,24.50
27.04.2015,H1,24.95
27.04.2015,H2,22.50
27.04.2015,H3,20.39
27.04.2015,H4,20.70
27.04.2015,H5,21.08
27.04.2015,H6,25.09
27.04.2015,H7,36.30
27.04.2015,H8,42.93
27.04.2015,H9,45.65
27.04.2015,H10,45.50
27.04.2015,H11,40.52
27.04.2015,H12,39.80
27.04.2015,H13,38.35
27.04.2015,H14,36.30
27.04.2015,H15,35.06
27.04.2015,H16,33.50
27.04.2015,H17,32.36
27.04.2015,H18,35.50
27.04.2015,H19,37.90
27.04.2015,H20,42.02
27.04.2015,H21,43.00
27.04.2015,H22,39.00
27.04.2015,H23,34.53
27.04.2015,H24,27.08
28.04.2015,H1,29.80
28.04.2015,H2,27.10
28.04.2015,H3,26.04
28.04.2015,H4,25.19
28.04.2015,H5,26.21
28.04.2015,H6,28.90
28.04.2015,H7,41.26
28.04.2015,H8,47.81
28.04.2015,H9,53.00
28.04.2015,H10,50.01
28.04.2015,H11,48.72
28.04.2015,H12,46.84
28.04.2015,H13,43.26
28.04.2015,H14,40.09
28.04.2015,H15,36.35
28.04.2015,H16,34.66
28.04.2015,H17,33.50
28.04.2015,H18,36.52
28.04.2015,H19,38.37
28.04.2015,H20,41.40
28.04.2015,H21,44.52
28.04.2015,H22,41.36
28.04.2015,H23,38.66
28.04.2015,H24,30.64
29.04.2015,H1,28.21
29.04.2015,H2,27.21
29.04.2015,H3,26.00
29.04.2015,H4,25.26
29.04.2015,H5,26.10
29.04.2015,H6,28.94
29.04.2015,H7,39.94
29.04.2015,H8,49.09
29.04.2015,H9,48.98
29.04.2015,H10,45.70
29.04.2015,H11,43.44
29.04.2015,H12,36.50
29.04.2015,H13,38.40
29.04.2015,H14,31.45
29.04.2015,H15,28.21
29.04.2015,H16,26.92
29.04.2015,H17,28.00
29.04.2015,H18,32.00
29.04.2015,H19,38.00
29.04.2015,H20,43.90
29.04.2015,H21,45.70
29.04.2015,H22,42.35
29.04.2015,H23,36.55
29.04.2015,H24,28.15
30.04.2015,H1,26.13
30.04.2015,H2,25.10
30.04.2015,H3,24.00
30.04.2015,H4,23.17
30.04.2015,H5,23.34
30.04.2015,H6,26.82
30.04.2015,H7,35.02
30.04.2015,H8,44.09
30.04.2015,H9,47.66
30.04.2015,H10,45.10
30.04.2015,H11,40.40
30.04.2015,H12,36.32
30.04.2015,H13,33.70
30.04.2015,H14,31.04
30.04.2015,H15,30.13
30.04.2015,H16,31.00
30.04.2015,H17,31.12
30.04.2015,H18,32.70
30.04.2015,H19,38.30
30.04.2015,H20,41.29
30.04.2015,H21,44.59
30.04.2015,H22,39.21
30.04.2015,H23,33.90
30.04.2015,H24,29.29
01.05.2015,H1,27.25
01.05.2015,H2,26.05
01.05.2015,H3,23.99
01.05.2015,H4,23.35
01.05.2015,H5,22.30
01.05.2015,H6,21.25
01.05.2015,H7,18.10
01.05.2015,H8,20.02
01.05.2015,H9,22.79
01.05.2015,H10,24.56
01.05.2015,H11,24.85
01.05.2015,H12,25.60
01.05.2015,H13,23.71
01.05.2015,H14,21.59
01.05.2015,H15,20.24
01.05.2015,H16,18.84
01.05.2015,H17,21.70
01.05.2015,H18,23.00
01.05.2015,H19,26.13
01.05.2015,H20,28.10
01.05.2015,H21,31.22
01.05.2015,H22,29.96
01.05.2015,H23,30.00
01.05.2015,H24,26.94
02.05.2015,H1,25.70
02.05.2015,H2,24.84
02.05.2015,H3,23.52
02.05.2015,H4,23.00
02.05.2015,H5,23.20
02.05.2015,H6,23.30
02.05.2015,H7,24.86
02.05.2015,H8,26.92
02.05.2015,H9,29.20
02.05.2015,H10,29.83
02.05.2015,H11,29.32
02.05.2015,H12,29.00
02.05.2015,H13,25.70
02.05.2015,H14,23.40
02.05.2015,H15,22.08
02.05.2015,H16,21.16
02.05.2015,H17,22.30
02.05.2015,H18,24.00
02.05.2015,H19,27.30
02.05.2015,H20,33.81
02.05.2015,H21,37.25
02.05.2015,H22,33.92
02.05.2015,H23,32.57
02.05.2015,H24,26.76
03.05.2015,H1,21.69
03.05.2015,H2,17.75
03.05.2015,H3,14.99
03.05.2015,H4,13.22
03.05.2015,H5,13.96
03.05.2015,H6,13.05
03.05.2015,H7,12.01
03.05.2015,H8,12.40
03.05.2015,H9,15.60
03.05.2015,H10,19.00
03.05.2015,H11,20.70
03.05.2015,H12,22.50
03.05.2015,H13,21.93
03.05.2015,H14,18.70
03.05.2015,H15,15.80
03.05.2015,H16,13.70
03.05.2015,H17,15.35
03.05.2015,H18,15.50
03.05.2015,H19,18.19
03.05.2015,H20,26.04
03.05.2015,H21,40.27
03.05.2015,H22,34.06
03.05.2015,H23,23.02
03.05.2015,H24,17.00
04.05.2015,H1,12.63
04.05.2015,H2,12.38
04.05.2015,H3,11.30
04.05.2015,H4,11.50
04.05.2015,H5,12.96
04.05.2015,H6,18.23
04.05.2015,H7,37.06
04.05.2015,H8,43.95
04.05.2015,H9,42.93
04.05.2015,H10,40.00
04.05.2015,H11,38.58
04.05.2015,H12,45.00
04.05.2015,H13,45.02
04.05.2015,H14,43.89
04.05.2015,H15,37.26
04.05.2015,H16,34.92
04.05.2015,H17,35.03
04.05.2015,H18,36.90
04.05.2015,H19,38.75
04.05.2015,H20,41.80
04.05.2015,H21,45.24
04.05.2015,H22,40.91
04.05.2015,H23,37.10
04.05.2015,H24,30.61
05.05.2015,H1,26.17
05.05.2015,H2,23.20
05.05.2015,H3,19.90
05.05.2015,H4,18.88
05.05.2015,H5,19.18
05.05.2015,H6,27.87
05.05.2015,H7,40.00
05.05.2015,H8,42.99
05.05.2015,H9,42.54
05.05.2015,H10,40.50
05.05.2015,H11,36.99
05.05.2015,H12,38.01
05.05.2015,H13,38.01
05.05.2015,H14,35.75
05.05.2015,H15,38.06
05.05.2015,H16,37.63
05.05.2015,H17,35.03
05.05.2015,H18,28.06
05.05.2015,H19,30.22
05.05.2015,H20,31.49
05.05.2015,H21,60.04
05.05.2015,H22,39.99
05.05.2015,H23,34.41
05.05.2015,H24,29.94
06.05.2015,H1,26.87
06.05.2015,H2,21.33
06.05.2015,H3,20.35
06.05.2015,H4,19.01
06.05.2015,H5,22.53
06.05.2015,H6,26.93
06.05.2015,H7,36.94
06.05.2015,H8,42.69
06.05.2015,H9,43.30
06.05.2015,H10,39.52
06.05.2015,H11,36.91
06.05.2015,H12,37.00
06.05.2015,H13,33.41
06.05.2015,H14,31.38
06.05.2015,H15,35.51
06.05.2015,H16,34.02
06.05.2015,H17,27.68
06.05.2015,H18,26.87
06.05.2015,H19,31.61
06.05.2015,H20,35.07
06.05.2015,H21,41.12
06.05.2015,H22,37.74
06.05.2015,H23,32.10
06.05.2015,H24,23.26
07.05.2015,H1,17.80
07.05.2015,H2,15.61
07.05.2015,H3,11.50
07.05.2015,H4,10.47
07.05.2015,H5,11.80
07.05.2015,H6,16.40
07.05.2015,H7,28.15
07.05.2015,H8,36.08
07.05.2015,H9,36.96
07.05.2015,H10,37.94
07.05.2015,H11,37.48
07.05.2015,H12,40.43
07.05.2015,H13,40.43
07.05.2015,H14,40.20
07.05.2015,H15,37.94
07.05.2015,H16,37.05
07.05.2015,H17,37.04
07.05.2015,H18,34.31
07.05.2015,H19,39.10
07.05.2015,H20,42.37
07.05.2015,H21,45.70
07.05.2015,H22,42.30
07.05.2015,H23,40.28
07.05.2015,H24,33.03
08.05.2015,H1,27.64
08.05.2015,H2,25.90
08.05.2015,H3,24.10
08.05.2015,H4,22.95
08.05.2015,H5,24.40
08.05.2015,H6,27.46
08.05.2015,H7,35.06
08.05.2015,H8,43.47
08.05.2015,H9,41.26
08.05.2015,H10,38.46
08.05.2015,H11,34.12
08.05.2015,H12,31.68
08.05.2015,H13,30.85
08.05.2015,H14,29.13
08.05.2015,H15,27.71
08.05.2015,H16,28.01
08.05.2015,H17,27.78
08.05.2015,H18,30.87
08.05.2015,H19,34.61
08.05.2015,H20,37.05
08.05.2015,H21,46.19
08.05.2015,H22,39.88
08.05.2015,H23,37.00
08.05.2015,H24,37.00
09.05.2015,H1,33.26
09.05.2015,H2,26.74
09.05.2015,H3,19.19
09.05.2015,H4,17.98
09.05.2015,H5,17.66
09.05.2015,H6,17.63
09.05.2015,H7,31.24
09.05.2015,H8,40.99
09.05.2015,H9,40.00
09.05.2015,H10,38.00
09.05.2015,H11,38.09
09.05.2015,H12,37.10
09.05.2015,H13,36.38
09.05.2015,H14,33.26
09.05.2015,H15,26.74
09.05.2015,H16,28.99
09.05.2015,H17,28.99
09.05.2015,H18,31.24
09.05.2015,H19,33.26
09.05.2015,H20,41.08
09.05.2015,H21,55.74
09.05.2015,H22,51.47
09.05.2015,H23,31.24
09.05.2015,H24,25.61
10.05.2015,H1,17.98
10.05.2015,H2,12.59
10.05.2015,H3,2.49
10.05.2015,H4,4.13
10.05.2015,H5,2.77
10.05.2015,H6,1.61
10.05.2015,H7,1.53
10.05.2015,H8,11.24
10.05.2015,H9,19.55
10.05.2015,H10,20.23
10.05.2015,H11,19.55
10.05.2015,H12,17.98
10.05.2015,H13,15.73
10.05.2015,H14,11.24
10.05.2015,H15,11.24
10.05.2015,H16,16.73
10.05.2015,H17,17.98
10.05.2015,H18,19.55
10.05.2015,H19,24.28
10.05.2015,H20,36.95
10.05.2015,H21,45.85
10.05.2015,H22,40.00
10.05.2015,H23,30.90
10.05.2015,H24,26.74
11.05.2015,H1,23.46
11.05.2015,H2,20.50
11.05.2015,H3,18.54
11.05.2015,H4,16.99
11.05.2015,H5,17.17
11.05.2015,H6,22.00
11.05.2015,H7,34.99
11.05.2015,H8,40.45
11.05.2015,H9,40.95
11.05.2015,H10,38.97
11.05.2015,H11,37.03
11.05.2015,H12,35.96
11.05.2015,H13,32.93
11.05.2015,H14,29.91
11.05.2015,H15,27.76
11.05.2015,H16,27.54
11.05.2015,H17,27.81
11.05.2015,H18,31.70
11.05.2015,H19,36.15
11.05.2015,H20,40.40
11.05.2015,H21,40.88
11.05.2015,H22,39.79
11.05.2015,H23,34.85
11.05.2015,H24,27.55
12.05.2015,H1,24.14
12.05.2015,H2,20.80
12.05.2015,H3,18.09
12.05.2015,H4,17.98
12.05.2015,H5,18.46
12.05.2015,H6,23.69
12.05.2015,H7,32.20
12.05.2015,H8,39.04
12.05.2015,H9,40.40
12.05.2015,H10,38.12
12.05.2015,H11,35.56
12.05.2015,H12,35.13
12.05.2015,H13,32.39
12.05.2015,H14,31.24
12.05.2015,H15,31.24
12.05.2015,H16,27.48
12.05.2015,H17,27.59
12.05.2015,H18,28.59
12.05.2015,H19,32.23
12.05.2015,H20,40.45
12.05.2015,H21,52.83
12.05.2015,H22,44.94
12.05.2015,H23,40.23
12.05.2015,H24,31.24
13.05.2015,H1,27.69
13.05.2015,H2,23.52
13.05.2015,H3,17.98
13.05.2015,H4,17.98
13.05.2015,H5,21.03
13.05.2015,H6,26.75
13.05.2015,H7,32.55
13.05.2015,H8,42.50
13.05.2015,H9,42.26
13.05.2015,H10,41.36
13.05.2015,H11,40.24
13.05.2015,H12,40.04
13.05.2015,H13,39.11
13.05.2015,H14,33.49
13.05.2015,H15,29.00
13.05.2015,H16,26.75
13.05.2015,H17,26.75
13.05.2015,H18,28.29
13.05.2015,H19,31.79
