Date,Hours,Prices (EUR/MWh)
02.04.2017,H2,26.08
02.04.2017,H3,24.18
02.04.2017,H4,23.35
02.04.2017,H5,24.04
02.04.2017,H6,25.45
02.04.2017,H7,23.08
02.04.2017,H8,24.61
02.04.2017,H9,27.58
02.04.2017,H10,28.44
02.04.2017,H11,27.91
02.04.2017,H12,27.71
02.04.2017,H13,24.67
02.04.2017,H14,21.57
02.04.2017,H15,17.66
02.04.2017,H16,18.32
02.04.2017,H17,20.07
02.04.2017,H18,26.31
02.04.2017,H19,31.91
02.04.2017,H20,41.28
02.04.2017,H21,41.05
02.04.2017,H22,36.26
02.04.2017,H23,36.17
02.04.2017,H24,29.93
03.04.2017,H1,29.09
03.04.2017,H2,29.22
03.04.2017,H3,28.34
03.04.2017,H4,28.13
03.04.2017,H5,29.01
03.04.2017,H6,32.50
03.04.2017,H7,43.06
03.04.2017,H8,51.70
03.04.2017,H9,52.93
03.04.2017,H10,49.06
03.04.2017,H11,46.99
03.04.2017,H12,44.17
03.04.2017,H13,41.92
03.04.2017,H14,40.25
03.04.2017,H15,40.29
03.04.2017,H16,41.06
03.04.2017,H17,39.88
03.04.2017,H18,44.01
03.04.2017,H19,47.20
03.04.2017,H20,51.64
03.04.2017,H21,51.64
03.04.2017,H22,49.44
03.04.2017,H23,43.95
03.04.2017,H24,40.65
04.04.2017,H1,39.92
04.04.2017,H2,33.72
04.04.2017,H3,31.10
04.04.2017,H4,30.76
04.04.2017,H5,30.93
04.04.2017,H6,39.04
04.04.2017,H7,52.73
04.04.2017,H8,59.99
04.04.2017,H9,61.52
04.04.2017,H10,58.67
04.04.2017,H11,55.06
04.04.2017,H12,49.98
04.04.2017,H13,49.98
04.04.2017,H14,49.93
04.04.2017,H15,48.44
04.04.2017,H16,49.60
04.04.2017,H17,47.46
04.04.2017,H18,48.55
04.04.2017,H19,49.44
04.04.2017,H20,53.65
04.04.2017,H21,57.12
04.04.2017,H22,50.04
04.04.2017,H23,43.95
04.04.2017,H24,39.09
05.04.2017,H1,39.78
05.04.2017,H2,33.39
05.04.2017,H3,31.25
05.04.2017,H4,31.06
05.04.2017,H5,32.39
05.04.2017,H6,40.81
05.04.2017,H7,50.98
05.04.2017,H8,63.73
05.04.2017,H9,68.13
05.04.2017,H10,65.90
05.04.2017,H11,63.30
05.04.2017,H12,61.47
05.04.2017,H13,59.91
05.04.2017,H14,58.90
05.04.2017,H15,53.41
05.04.2017,H16,52.53
05.04.2017,H17,50.97
05.04.2017,H18,52.36
05.04.2017,H19,52.75
05.04.2017,H20,63.30
05.04.2017,H21,64.83
05.04.2017,H22,54.94
05.04.2017,H23,49.43
05.04.2017,H24,43.20
06.04.2017,H1,33.44
06.04.2017,H2,30.58
06.04.2017,H3,25.97
06.04.2017,H4,25.92
06.04.2017,H5,31.00
06.04.2017,H6,34.05
06.04.2017,H7,49.52
06.04.2017,H8,55.95
06.04.2017,H9,63.11
06.04.2017,H10,58.22
06.04.2017,H11,52.49
06.04.2017,H12,52.64
06.04.2017,H13,51.27
06.04.2017,H14,46.95
06.04.2017,H15,47.52
06.04.2017,H16,47.18
06.04.2017,H17,45.22
06.04.2017,H18,41.95
06.04.2017,H19,46.08
06.04.2017,H20,60.50
06.04.2017,H21,58.93
06.04.2017,H22,40.70
06.04.2017,H23,36.07
06.04.2017,H24,31.61
07.04.2017,H1,30.61
07.04.2017,H2,26.86
07.04.2017,H3,22.46
07.04.2017,H4,21.54
07.04.2017,H5,26.20
07.04.2017,H6,30.83
07.04.2017,H7,37.94
07.04.2017,H8,48.09
07.04.2017,H9,49.69
07.04.2017,H10,47.05
07.04.2017,H11,44.04
07.04.2017,H12,40.79
07.04.2017,H13,38.46
07.04.2017,H14,36.95
07.04.2017,H15,36.85
07.04.2017,H16,37.43
07.04.2017,H17,41.22
07.04.2017,H18,43.24
07.04.2017,H19,46.97
07.04.2017,H20,53.82
07.04.2017,H21,55.37
07.04.2017,H22,47.97
07.04.2017,H23,42.67
07.04.2017,H24,37.69
08.04.2017,H1,41.70
08.04.2017,H2,33.80
08.04.2017,H3,30.60
08.04.2017,H4,30.63
08.04.2017,H5,30.60
08.04.2017,H6,32.00
08.04.2017,H7,32.98
08.04.2017,H8,38.13
08.04.2017,H9,39.39
08.04.2017,H10,41.03
08.04.2017,H11,41.03
08.04.2017,H12,40.30
08.04.2017,H13,38.46
08.04.2017,H14,36.94
08.04.2017,H15,34.65
08.04.2017,H16,33.27
08.04.2017,H17,33.06
08.04.2017,H18,38.06
08.04.2017,H19,42.69
08.04.2017,H20,55.02
08.04.2017,H21,56.39
08.04.2017,H22,46.90
08.04.2017,H23,42.66
08.04.2017,H24,42.12
09.04.2017,H1,34.56
09.04.2017,H2,27.61
09.04.2017,H3,25.52
09.04.2017,H4,26.30
09.04.2017,H5,26.36
09.04.2017,H6,26.20
09.04.2017,H7,25.63
09.04.2017,H8,26.30
09.04.2017,H9,27.85
09.04.2017,H10,39.90
09.04.2017,H11,39.92
09.04.2017,H12,37.94
09.04.2017,H13,35.09
09.04.2017,H14,23.06
09.04.2017,H15,19.08
09.04.2017,H16,15.49
09.04.2017,H17,20.58
09.04.2017,H18,28.29
09.04.2017,H19,37.05
09.04.2017,H20,51.98
09.04.2017,H21,57.42
09.04.2017,H22,48.94
09.04.2017,H23,46.20
09.04.2017,H24,42.63
10.04.2017,H1,29.40
10.04.2017,H2,29.09
10.04.2017,H3,26.30
10.04.2017,H4,26.30
10.04.2017,H5,34.48
10.04.2017,H6,38.99
10.04.2017,H7,44.50
10.04.2017,H8,48.37
10.04.2017,H9,51.68
10.04.2017,H10,45.61
10.04.2017,H11,41.56
10.04.2017,H12,41.56
10.04.2017,H13,42.64
10.04.2017,H14,42.68
10.04.2017,H15,42.65
10.04.2017,H16,42.65
10.04.2017,H17,42.68
10.04.2017,H18,40.27
10.04.2017,H19,39.90
10.04.2017,H20,42.76
10.04.2017,H21,54.99
10.04.2017,H22,52.06
10.04.2017,H23,45.27
10.04.2017,H24,42.70
11.04.2017,H1,37.80
11.04.2017,H2,34.26
11.04.2017,H3,31.16
11.04.2017,H4,29.18
11.04.2017,H5,31.88
11.04.2017,H6,37.65
11.04.2017,H7,46.32
11.04.2017,H8,52.91
11.04.2017,H9,49.70
11.04.2017,H10,47.65
11.04.2017,H11,44.35
11.04.2017,H12,42.03
11.04.2017,H13,41.97
11.04.2017,H14,42.00
11.04.2017,H15,43.09
11.04.2017,H16,43.35
11.04.2017,H17,43.29
11.04.2017,H18,41.67
11.04.2017,H19,43.11
11.04.2017,H20,50.08
11.04.2017,H21,53.93
11.04.2017,H22,45.92
11.04.2017,H23,44.21
11.04.2017,H24,42.85
12.04.2017,H1,38.39
12.04.2017,H2,34.33
12.04.2017,H3,30.90
12.04.2017,H4,29.58
12.04.2017,H5,30.95
12.04.2017,H6,34.33
12.04.2017,H7,39.71
12.04.2017,H8,44.70
12.04.2017,H9,45.32
12.04.2017,H10,44.57
12.04.2017,H11,44.13
12.04.2017,H12,43.08
12.04.2017,H13,44.29
12.04.2017,H14,45.74
12.04.2017,H15,45.59
12.04.2017,H16,46.51
12.04.2017,H17,43.01
12.04.2017,H18,45.55
12.04.2017,H19,44.52
12.04.2017,H20,47.54
12.04.2017,H21,53.97
12.04.2017,H22,51.98
12.04.2017,H23,45.57
12.04.2017,H24,40.97
13.04.2017,H1,39.25
13.04.2017,H2,34.34
13.04.2017,H3,28.68
13.04.2017,H4,27.39
13.04.2017,H5,34.34
13.04.2017,H6,38.93
13.04.2017,H7,45.43
13.04.2017,H8,50.79
13.04.2017,H9,52.78
13.04.2017,H10,50.92
13.04.2017,H11,47.14
13.04.2017,H12,44.93
13.04.2017,H13,45.42
13.04.2017,H14,41.65
13.04.2017,H15,38.90
13.04.2017,H16,41.00
13.04.2017,H17,41.48
13.04.2017,H18,43.03
13.04.2017,H19,42.29
13.04.2017,H20,48.39
13.04.2017,H21,53.94
13.04.2017,H22,45.96
13.04.2017,H23,42.04
13.04.2017,H24,41.67
14.04.2017,H1,41.62
14.04.2017,H2,34.28
14.04.2017,H3,28.53
14.04.2017,H4,26.98
14.04.2017,H5,26.98
14.04.2017,H6,31.09
14.04.2017,H7,34.13
14.04.2017,H8,37.04
14.04.2017,H9,41.88
14.04.2017,H10,43.16
14.04.2017,H11,39.48
14.04.2017,H12,36.58
14.04.2017,H13,34.28
14.04.2017,H14,33.09
14.04.2017,H15,33.93
14.04.2017,H16,34.07
14.04.2017,H17,32.98
14.04.2017,H18,34.74
14.04.2017,H19,40.33
14.04.2017,H20,45.03
14.04.2017,H21,52.73
14.04.2017,H22,41.09
14.04.2017,H23,40.28
14.04.2017,H24,37.48
15.04.2017,H1,34.31
15.04.2017,H2,29.05
15.04.2017,H3,27.03
15.04.2017,H4,26.34
15.04.2017,H5,26.34
15.04.2017,H6,26.00
15.04.2017,H7,28.81
15.04.2017,H8,40.37
15.04.2017,H9,42.75
15.04.2017,H10,42.05
15.04.2017,H11,42.66
15.04.2017,H12,40.46
15.04.2017,H13,37.18
15.04.2017,H14,35.04
15.04.2017,H15,34.31
15.04.2017,H16,34.31
15.04.2017,H17,34.78
15.04.2017,H18,34.31
15.04.2017,H19,34.31
15.04.2017,H20,40.68
15.04.2017,H21,47.31
15.04.2017,H22,40.06
15.04.2017,H23,31.43
15.04.2017,H24,27.00
16.04.2017,H1,22.11
16.04.2017,H2,20.83
16.04.2017,H3,15.92
16.04.2017,H4,11.06
16.04.2017,H5,9.29
16.04.2017,H6,8.84
16.04.2017,H7,7.40
16.04.2017,H8,11.05
16.04.2017,H9,17.24
16.04.2017,H10,18.79
16.04.2017,H11,19.51
16.04.2017,H12,18.10
16.04.2017,H13,17.69
16.04.2017,H14,16.92
16.04.2017,H15,16.96
16.04.2017,H16,17.06
16.04.2017,H17,18.09
16.04.2017,H18,23.86
16.04.2017,H19,28.30
16.04.2017,H20,40.02
16.04.2017,H21,47.54
16.04.2017,H22,40.63
16.04.2017,H23,40.63
16.04.2017,H24,34.27
17.04.2017,H1,34.27
17.04.2017,H2,28.91
17.04.2017,H3,24.76
17.04.2017,H4,21.83
17.04.2017,H5,20.57
17.04.2017,H6,20.50
17.04.2017,H7,22.00
17.04.2017,H8,21.90
17.04.2017,H9,22.86
17.04.2017,H10,26.00
17.04.2017,H11,26.25
17.04.2017,H12,26.90
17.04.2017,H13,23.60
17.04.2017,H14,20.50
17.04.2017,H15,18.00
17.04.2017,H16,17.00
17.04.2017,H17,16.50
17.04.2017,H18,19.00
17.04.2017,H19,26.20
17.04.2017,H20,29.70
17.04.2017,H21,34.50
17.04.2017,H22,33.14
17.04.2017,H23,32.33
17.04.2017,H24,30.80
18.04.2017,H1,26.03
18.04.2017,H2,25.37
18.04.2017,H3,23.28
18.04.2017,H4,22.19
18.04.2017,H5,23.23
18.04.2017,H6,27.95
18.04.2017,H7,36.97
18.04.2017,H8,44.94
18.04.2017,H9,45.76
18.04.2017,H10,44.50
18.04.2017,H11,39.83
18.04.2017,H12,41.43
18.04.2017,H13,38.93
18.04.2017,H14,36.14
18.04.2017,H15,34.93
18.04.2017,H16,37.14
18.04.2017,H17,38.96
18.04.2017,H18,42.62
18.04.2017,H19,43.46
18.04.2017,H20,54.93
18.04.2017,H21,60.80
18.04.2017,H22,48.03
18.04.2017,H23,43.91
18.04.2017,H24,43.61
19.04.2017,H1,37.83
19.04.2017,H2,34.27
19.04.2017,H3,31.95
19.04.2017,H4,31.39
19.04.2017,H5,33.61
19.04.2017,H6,37.42
19.04.2017,H7,46.57
19.04.2017,H8,52.09
19.04.2017,H9,58.11
19.04.2017,H10,57.48
19.04.2017,H11,48.35
19.04.2017,H12,44.22
19.04.2017,H13,47.50
19.04.2017,H14,44.22
19.04.2017,H15,39.46
19.04.2017,H16,37.05
19.04.2017,H17,39.44
19.04.2017,H18,40.98
19.04.2017,H19,41.10
19.04.2017,H20,44.27
19.04.2017,H21,49.97
19.04.2017,H22,43.91
19.04.2017,H23,42.77
19.04.2017,H24,37.74
20.04.2017,H1,38.57
20.04.2017,H2,35.37
20.04.2017,H3,32.95
20.04.2017,H4,32.40
20.04.2017,H5,33.21
20.04.2017,H6,36.10
20.04.2017,H7,43.91
20.04.2017,H8,52.50
20.04.2017,H9,53.73
20.04.2017,H10,51.99
20.04.2017,H11,57.54
20.04.2017,H12,57.76
20.04.2017,H13,52.23
20.04.2017,H14,45.59
20.04.2017,H15,39.83
20.04.2017,H16,38.61
20.04.2017,H17,40.01
20.04.2017,H18,41.70
20.04.2017,H19,42.99
20.04.2017,H20,51.13
20.04.2017,H21,54.95
20.04.2017,H22,50.56
20.04.2017,H23,46.16
20.04.2017,H24,40.74
21.04.2017,H1,40.46
21.04.2017,H2,33.08
21.04.2017,H3,29.16
21.04.2017,H4,29.01
21.04.2017,H5,29.54
21.04.2017,H6,34.02
21.04.2017,H7,41.05
21.04.2017,H8,47.90
21.04.2017,H9,51.82
21.04.2017,H10,49.18
21.04.2017,H11,47.01
21.04.2017,H12,43.64
21.04.2017,H13,42.63
21.04.2017,H14,46.05
21.04.2017,H15,48.05
21.04.2017,H16,46.01
21.04.2017,H17,42.53
21.04.2017,H18,43.65
21.04.2017,H19,43.01
21.04.2017,H20,47.97
21.04.2017,H21,54.91
21.04.2017,H22,48.96
21.04.2017,H23,47.53
21.04.2017,H24,41.07
22.04.2017,H1,41.30
22.04.2017,H2,30.09
22.04.2017,H3,25.09
22.04.2017,H4,22.07
22.04.2017,H5,26.21
22.04.2017,H6,28.19
22.04.2017,H7,34.36
22.04.2017,H8,46.25
22.04.2017,H9,52.86
22.04.2017,H10,59.02
22.04.2017,H11,54.18
22.04.2017,H12,48.07
22.04.2017,H13,45.01
22.04.2017,H14,38.92
22.04.2017,H15,38.67
22.04.2017,H16,41.24
22.04.2017,H17,46.25
22.04.2017,H18,50.45
22.04.2017,H19,56.82
22.04.2017,H20,61.72
22.04.2017,H21,65.01
22.04.2017,H22,52.61
22.04.2017,H23,45.95
22.04.2017,H24,34.36
23.04.2017,H1,43.61
23.04.2017,H2,34.33
23.04.2017,H3,33.37
23.04.2017,H4,33.45
23.04.2017,H5,33.45
23.04.2017,H6,34.33
23.04.2017,H7,33.45
23.04.2017,H8,34.33
23.04.2017,H9,41.67
23.04.2017,H10,44.42
23.04.2017,H11,37.01
23.04.2017,H12,39.32
23.04.2017,H13,34.33
23.04.2017,H14,24.65
23.04.2017,H15,22.45
23.04.2017,H16,24.65
23.04.2017,H17,34.33
23.04.2017,H18,38.03
23.04.2017,H19,51.71
23.04.2017,H20,63.82
23.04.2017,H21,65.80
23.04.2017,H22,55.52
23.04.2017,H23,45.00
23.04.2017,H24,36.01
24.04.2017,H1,29.00
24.04.2017,H2,26.19
24.04.2017,H3,25.67
24.04.2017,H4,25.20
24.04.2017,H5,25.55
24.04.2017,H6,34.11
24.04.2017,H7,47.94
24.04.2017,H8,60.52
24.04.2017,H9,62.48
24.04.2017,H10,60.23
24.04.2017,H11,57.66
24.04.2017,H12,60.03
24.04.2017,H13,60.52
24.04.2017,H14,51.94
24.04.2017,H15,46.50
24.04.2017,H16,47.84
24.04.2017,H17,51.94
24.04.2017,H18,56.78
24.04.2017,H19,60.52
24.04.2017,H20,66.04
24.04.2017,H21,69.32
24.04.2017,H22,60.52
24.04.2017,H23,50.84
24.04.2017,H24,45.87
25.04.2017,H1,43.48
25.04.2017,H2,39.61
25.04.2017,H3,35.09
25.04.2017,H4,34.33
25.04.2017,H5,35.93
25.04.2017,H6,46.43
25.04.2017,H7,49.67
25.04.2017,H8,63.82
25.04.2017,H9,63.16
25.04.2017,H10,55.50
25.04.2017,H11,44.06
25.04.2017,H12,40.39
25.04.2017,H13,39.27
25.04.2017,H14,38.35
25.04.2017,H15,37.07
25.04.2017,H16,36.77
25.04.2017,H17,37.27
25.04.2017,H18,39.94
25.04.2017,H19,39.90
25.04.2017,H20,46.37
25.04.2017,H21,50.68
25.04.2017,H22,45.94
25.04.2017,H23,44.21
25.04.2017,H24,37.62
26.04.2017,H1,41.74
26.04.2017,H2,37.93
26.04.2017,H3,31.97
26.04.2017,H4,31.57
26.04.2017,H5,33.52
26.04.2017,H6,38.63
26.04.2017,H7,49.09
26.04.2017,H8,53.99
26.04.2017,H9,59.34
26.04.2017,H10,56.25
26.04.2017,H11,49.70
26.04.2017,H12,48.77
26.04.2017,H13,49.74
26.04.2017,H14,47.06
26.04.2017,H15,48.41
26.04.2017,H16,48.52
26.04.2017,H17,48.94
26.04.2017,H18,50.07
26.04.2017,H19,50.52
26.04.2017,H20,56.13
26.04.2017,H21,63.96
26.04.2017,H22,56.25
26.04.2017,H23,51.79
26.04.2017,H24,47.06
27.04.2017,H1,45.54
27.04.2017,H2,38.92
27.04.2017,H3,32.61
27.04.2017,H4,32.36
27.04.2017,H5,34.19
27.04.2017,H6,41.55
27.04.2017,H7,47.98
27.04.2017,H8,54.81
27.04.2017,H9,54.43
27.04.2017,H10,47.93
27.04.2017,H11,49.09
27.04.2017,H12,46.77
27.04.2017,H13,45.47
27.04.2017,H14,43.35
27.04.2017,H15,41.83
27.04.2017,H16,42.39
27.04.2017,H17,43.14
27.04.2017,H18,44.20
27.04.2017,H19,47.07
27.04.2017,H20,51.93
27.04.2017,H21,57.02
27.04.2017,H22,49.10
27.04.2017,H23,43.38
27.04.2017,H24,38.06
28.04.2017,H1,37.31
28.04.2017,H2,32.95
28.04.2017,H3,31.15
28.04.2017,H4,30.82
28.04.2017,H5,31.98
28.04.2017,H6,37.04
28.04.2017,H7,44.30
28.04.2017,H8,52.76
28.04.2017,H9,64.10
28.04.2017,H10,63.56
28.04.2017,H11,50.74
28.04.2017,H12,49.00
28.04.2017,H13,46.13
28.04.2017,H14,42.47
28.04.2017,H15,40.27
28.04.2017,H16,40.44
28.04.2017,H17,41.84
28.04.2017,H18,41.46
28.04.2017,H19,39.39
28.04.2017,H20,43.01
28.04.2017,H21,50.71
28.04.2017,H22,38.95
28.04.2017,H23,34.89
28.04.2017,H24,30.25
29.04.2017,H1,33.93
29.04.2017,H2,29.59
29.04.2017,H3,28.63
29.04.2017,H4,28.90
29.04.2017,H5,28.80
29.04.2017,H6,28.59
29.04.2017,H7,30.80
29.04.2017,H8,33.07
29.04.2017,H9,37.10
29.04.2017,H10,44.21
29.04.2017,H11,46.90
29.04.2017,H12,43.34
29.04.2017,H13,41.10
29.04.2017,H14,34.09
29.04.2017,H15,31.35
29.04.2017,H16,28.26
29.04.2017,H17,28.26
29.04.2017,H18,32.43
29.04.2017,H19,37.10
29.04.2017,H20,53.61
29.04.2017,H21,55.20
29.04.2017,H22,40.82
29.04.2017,H23,36.84
29.04.2017,H24,33.08
30.04.2017,H1,26.07
30.04.2017,H2,23.02
30.04.2017,H3,21.62
30.04.2017,H4,20.70
30.04.2017,H5,21.62
30.04.2017,H6,21.62
30.04.2017,H7,20.29
30.04.2017,H8,28.24
30.04.2017,H9,37.06
30.04.2017,H10,41.47
30.04.2017,H11,38.38
30.04.2017,H12,37.06
30.04.2017,H13,33.20
30.04.2017,H14,27.23
30.04.2017,H15,25.08
30.04.2017,H16,25.08
30.04.2017,H17,28.24
30.04.2017,H18,35.80
30.04.2017,H19,37.50
30.04.2017,H20,45.94
30.04.2017,H21,52.50
30.04.2017,H22,41.77
30.04.2017,H23,35.05
30.04.2017,H24,26.25
01.05.2017,H1,12.92
01.05.2017,H2,5.74
01.05.2017,H3,0.22
01.05.2017,H4,0.13
01.05.2017,H5,0.13
01.05.2017,H6,0.22
01.05.2017,H7,0.66
01.05.2017,H8,7.93
01.05.2017,H9,11.47
01.05.2017,H10,18.09
01.05.2017,H11,15.88
01.05.2017,H12,15.95
01.05.2017,H13,12.96
01.05.2017,H14,9.26
01.05.2017,H15,9.26
01.05.2017,H16,9.30
01.05.2017,H17,13.82
01.05.2017,H18,21.62
01.05.2017,H19,28.64
01.05.2017,H20,44.06
01.05.2017,H21,55.15
01.05.2017,H22,44.56
01.05.2017,H23,40.03
01.05.2017,H24,44.12
02.05.2017,H1,28.46
02.05.2017,H2,24.73
02.05.2017,H3,21.62
02.05.2017,H4,21.62
02.05.2017,H5,26.25
02.05.2017,H6,37.69
02.05.2017,H7,46.10
02.05.2017,H8,56.69
02.05.2017,H9,66.18
02.05.2017,H10,66.18
02.05.2017,H11,66.18
02.05.2017,H12,65.18
02.05.2017,H13,65.52
02.05.2017,H14,65.52
02.05.2017,H15,61.77
02.05.2017,H16,61.77
02.05.2017,H17,57.02
02.05.2017,H18,53.10
02.05.2017,H19,58.90
02.05.2017,H20,66.18
02.05.2017,H21,70.59
02.05.2017,H22,66.40
02.05.2017,H23,61.32
02.05.2017,H24,52.94
03.05.2017,H1,48.96
03.05.2017,H2,45.44
03.05.2017,H3,39.85
03.05.2017,H4,39.70
03.05.2017,H5,45.90
03.05.2017,H6,48.53
03.05.2017,H7,61.35
03.05.2017,H8,65.52
03.05.2017,H9,64.96
03.05.2017,H10,62.82
03.05.2017,H11,61.32
03.05.2017,H12,57.35
03.05.2017,H13,55.37
03.05.2017,H14,54.92
03.05.2017,H15,52.99
03.05.2017,H16,54.49
03.05.2017,H17,54.99
03.05.2017,H18,57.35
03.05.2017,H19,63.95
03.05.2017,H20,66.18
03.05.2017,H21,70.59
03.05.2017,H22,66.18
03.05.2017,H23,54.49
03.05.2017,H24,54.90
04.05.2017,H1,43.85
04.05.2017,H2,37.50
04.05.2017,H3,27.00
04.05.2017,H4,26.83
04.05.2017,H5,27.98
04.05.2017,H6,37.38
04.05.2017,H7,46.02
04.05.2017,H8,52.54
04.05.2017,H9,56.79
04.05.2017,H10,54.31
04.05.2017,H11,52.76
04.05.2017,H12,52.00
04.05.2017,H13,52.04
04.05.2017,H14,49.84
04.05.2017,H15,49.20
04.05.2017,H16,49.20
04.05.2017,H17,49.20
04.05.2017,H18,48.53
04.05.2017,H19,49.58
04.05.2017,H20,54.92
04.05.2017,H21,61.14
04.05.2017,H22,53.96
04.05.2017,H23,50.66
04.05.2017,H24,46.89
05.05.2017,H1,36.03
05.05.2017,H2,30.06
05.05.2017,H3,29.08
05.05.2017,H4,29.07
05.05.2017,H5,32.37
05.05.2017,H6,41.61
05.05.2017,H7,45.71
05.05.2017,H8,59.58
05.05.2017,H9,54.10
05.05.2017,H10,52.54
05.05.2017,H11,49.91
05.05.2017,H12,48.94
05.05.2017,H13,48.08
05.05.2017,H14,47.06
05.05.2017,H15,45.98
05.05.2017,H16,44.83
05.05.2017,H17,42.91
05.05.2017,H18,42.94
05.05.2017,H19,44.49
05.05.2017,H20,47.92
05.05.2017,H21,52.59
05.05.2017,H22,49.89
05.05.2017,H23,44.77
05.05.2017,H24,36.41
06.05.2017,H1,36.01
06.05.2017,H2,30.45
06.05.2017,H3,29.15
06.05.2017,H4,29.00
06.05.2017,H5,28.98
06.05.2017,H6,29.00
06.05.2017,H7,30.99
06.05.2017,H8,33.30
06.05.2017,H9,40.77
06.05.2017,H10,45.07
06.05.2017,H11,45.33
06.05.2017,H12,43.51
06.05.2017,H13,36.97
06.05.2017,H14,31.55
06.05.2017,H15,29.08
06.05.2017,H16,29.08
06.05.2017,H17,31.37
06.05.2017,H18,32.08
06.05.2017,H19,36.97
06.05.2017,H20,41.37
06.05.2017,H21,50.39
06.05.2017,H22,42.99
06.05.2017,H23,35.25
06.05.2017,H24,31.91
07.05.2017,H1,31.60
07.05.2017,H2,27.99
07.05.2017,H3,27.32
07.05.2017,H4,27.18
07.05.2017,H5,26.77
07.05.2017,H6,26.07
07.05.2017,H7,25.01
07.05.2017,H8,28.15
07.05.2017,H9,36.95
07.05.2017,H10,38.87
07.05.2017,H11,38.12
07.05.2017,H12,36.10
07.05.2017,H13,34.81
07.05.2017,H14,28.15
07.05.2017,H15,24.40
07.05.2017,H16,25.53
07.05.2017,H17,27.96
07.05.2017,H18,27.97
07.05.2017,H19,30.42
07.05.2017,H20,36.95
07.05.2017,H21,46.46
07.05.2017,H22,42.05
07.05.2017,H23,33.96
07.05.2017,H24,28.55
08.05.2017,H1,27.22
08.05.2017,H2,23.57
08.05.2017,H3,21.70
08.05.2017,H4,21.70
08.05.2017,H5,22.06
08.05.2017,H6,25.79
08.05.2017,H7,37.68
08.05.2017,H8,44.88
08.05.2017,H9,47.04
08.05.2017,H10,47.07
08.05.2017,H11,46.45
08.05.2017,H12,44.87
08.05.2017,H13,42.09
08.05.2017,H14,41.35
08.05.2017,H15,41.39
08.05.2017,H16,43.57
08.05.2017,H17,45.03
08.05.2017,H18,44.17
08.05.2017,H19,44.51
08.05.2017,H20,47.85
08.05.2017,H21,53.15
08.05.2017,H22,47.03
08.05.2017,H23,36.95
08.05.2017,H24,30.08
09.05.2017,H1,31.62
09.05.2017,H2,31.03
09.05.2017,H3,30.50
09.05.2017,H4,30.71
09.05.2017,H5,31.24
09.05.2017,H6,36.73
09.05.2017,H7,45.06
09.05.2017,H8,53.90
09.05.2017,H9,55.06
09.05.2017,H10,55.06
09.05.2017,H11,52.84
09.05.2017,H12,54.05
09.05.2017,H13,52.57
09.05.2017,H14,48.98
09.05.2017,H15,48.17
09.05.2017,H16,47.94
09.05.2017,H17,47.97
09.05.2017,H18,46.55
09.05.2017,H19,48.09
09.05.2017,H20,51.55
09.05.2017,H21,58.59
09.05.2017,H22,52.57
09.05.2017,H23,45.09
09.05.2017,H24,39.06
10.05.2017,H1,31.00
10.05.2017,H2,29.57
10.05.2017,H3,29.14
10.05.2017,H4,27.93
10.05.2017,H5,29.14
10.05.2017,H6,30.89
10.05.2017,H7,41.94
10.05.2017,H8,53.97
10.05.2017,H9,61.63
10.05.2017,H10,62.50
10.05.2017,H11,58.50
10.05.2017,H12,55.00
10.05.2017,H13,58.72
10.05.2017,H14,56.74
10.05.2017,H15,54.70
10.05.2017,H16,55.32
10.05.2017,H17,56.24
10.05.2017,H18,56.50
10.05.2017,H19,55.71
10.05.2017,H20,62.67
10.05.2017,H21,69.28
10.05.2017,H22,58.94
10.05.2017,H23,50.59
10.05.2017,H24,46.91
11.05.2017,H1,43.97
11.05.2017,H2,35.05
11.05.2017,H3,32.21
11.05.2017,H4,31.77
11.05.2017,H5,32.58
11.05.2017,H6,40.24
11.05.2017,H7,45.98
11.05.2017,H8,53.41
11.05.2017,H9,53.01
11.05.2017,H10,49.50
11.05.2017,H11,46.23
11.05.2017,H12,43.93
11.05.2017,H13,41.09
11.05.2017,H14,41.98
11.05.2017,H15,44.31
11.05.2017,H16,45.27
11.05.2017,H17,44.21
11.05.2017,H18,46.00
11.05.2017,H19,45.27
11.05.2017,H20,46.92
11.05.2017,H21,51.33
11.05.2017,H22,45.27
11.05.2017,H23,41.09
11.05.2017,H24,31.30
12.05.2017,H1,28.55
12.05.2017,H2,26.16
12.05.2017,H3,23.82
12.05.2017,H4,24.00
12.05.2017,H5,25.86
12.05.2017,H6,27.97
12.05.2017,H7,35.10
12.05.2017,H8,45.99
12.05.2017,H9,50.08
12.05.2017,H10,44.17
12.05.2017,H11,41.78
12.05.2017,H12,41.25
12.05.2017,H13,39.59
12.05.2017,H14,39.27
12.05.2017,H15,40.70
12.05.2017,H16,41.65
12.05.2017,H17,42.24
12.05.2017,H18,42.26
12.05.2017,H19,38.32
12.05.2017,H20,40.87
12.05.2017,H21,47.85
12.05.2017,H22,44.41
12.05.2017,H23,42.52
12.05.2017,H24,40.46
13.05.2017,H1,43.38
13.05.2017,H2,42.03
13.05.2017,H3,37.97
13.05.2017,H4,36.00
13.05.2017,H5,36.00
13.05.2017,H6,38.00
13.05.2017,H7,50.03
13.05.2017,H8,62.00
13.05.2017,H9,69.22
13.05.2017,H10,65.27
13.05.2017,H11,61.09
13.05.2017,H12,54.28
13.05.2017,H13,51.00
13.05.2017,H14,48.13
13.05.2017,H15,47.50
